Host Name	OS Name	OS Version	OS Manufacturer	OS Configuration	OS Build Type	Registered Owner	Registered Organization	Product ID	Original Install Date	System Boot Time	System Manufacturer	System Model	System Type	Processor(s)	BIOS Version	Windows Directory	System Directory	Boot Device	System Locale	Input Locale	Time Zone	Total Physical Memory	Available Physical Memory	Virtual Memory: Max Size	Virtual Memory: Available	Virtual Memory: In Use	Page File Location(s)	Domain	Logon Server	Hotfix(s)	Network Card(s)	Hyper-V Requirements
DESKTOP-DIMITRI	Microsoft Windows 10 Pro	10.0.19041 N/A Build 19041	Microsoft Corporation	Standalone Workstation	Multiprocessor Free	Dimitri		00331-26650-00000-AA852	05/06/2020, 19:20:41	30/07/2020, 20:18:59	System manufacturer	PRIME Z390-A	x64-based PC	1 Processor(s) Installed.,[01]: Intel64 Family 6 Model 158 Stepping 12 GenuineIntel ~3600 Mhz	American Megatrends Inc. 0506, 20/09/2018	C:\WINDOWS	C:\WINDOWS\system32	\Device\HarddiskVolume5	"en-us;English (United States)"	"pt-br;Portuguese (Brazil)"	(UTC-03:00) Brasilia	65.449 MB	54.110 MB	75.177 MB	61.445 MB	13.732 MB	C:\pagefile.sys	WORKGROUP	\\DESKTOP-DIMITRI	7 Hotfix(s) Installed.,[01]: KB4565627,[02]: KB4537759,[03]: KB4557968,[04]: KB4560366,[05]: KB4561600,[06]: KB4566785,[07]: KB4565503	7 NIC(s) Installed.,[01]: Fortinet Virtual Ethernet Adapter (NDIS 6.30),      Connection Name: Ethernet 3,      Status:          Media disconnected,[02]: TAP-Windows Adapter V9,      Connection Name: Ethernet 2,      Status:          Media disconnected,[03]: PANGP Virtual Ethernet Adapter,      Connection Name: Ethernet 5,      Status:          Media disconnected,[04]: VMware Virtual Ethernet Adapter for VMnet8,      Connection Name: VMware Network Adapter VMnet8,      DHCP Enabled:    No,      IP address(es),      [01]: 192.168.218.1,      [02]: fe80::8470:df19:30be:62f7,[05]: Intel(R) Ethernet Connection (7) I219-V,      Connection Name: Ethernet,      DHCP Enabled:    Yes,      DHCP Server:     192.100.0.1,      IP address(es),      [01]: 192.100.0.22,      [02]: fe80::78d1:eb96:e363:edd2,[06]: VMware Virtual Ethernet Adapter for VMnet1,      Connection Name: VMware Network Adapter VMnet1,      DHCP Enabled:    No,      IP address(es),      [01]: 192.168.40.1,      [02]: fe80::9075:e342:2ea5:8d1f,[07]: Bluetooth Device (Personal Area Network),      Connection Name: Bluetooth Network Connection 2,      Status:          Media disconnected	VM Monitor Mode Extensions: Yes,Virtualization Enabled In Firmware: Yes,Second Level Address Translation: Yes,Data Execution Prevention Available: Yes
